Name:,GDP deflator data (linked series),,,,,
Date:,13.04.21,,,,,
Author:,Marc Jaxa-Rozen,,,,,
,,,,,,
Country,Parameter,Year,Value,Unit,Reference,Note
HRV,GDP,1995,0.516946604,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1996,0.53662934,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1997,0.573374905,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1998,0.620053677,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1999,0.641983992,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2000,0.669982722,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2001,0.698830837,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2002,0.725785439,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2003,0.756973434,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2004,0.784300395,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2005,0.808844478,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2006,0.840014825,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2007,0.875295155,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2008,0.923920051,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2009,0.951387938,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2010,0.960163379,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2011,0.975980558,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2012,0.990381896,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2013,0.997762626,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2014,0.999165791,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2016,0.999011297,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2017,1.010632035,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2018,1.030847783,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2019,1.046301787,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,2020,1.050542806,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1985,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1986,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1987,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1988,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1989,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1990,0.118102911,,Assumption,
HUN,GDP,1991,0.118102911,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1992,0.143505879,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1993,0.174041713,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1994,0.207964288,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1995,0.263558943,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1996,0.321358163,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1997,0.386467868,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1998,0.439673848,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,1999,0.475376513,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2000,0.520934148,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2001,0.578479447,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2002,0.625287163,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2003,0.659327671,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2004,0.692886433,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2005,0.711085824,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2006,0.737104386,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2007,0.777208014,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2008,0.814432598,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2009,0.848568092,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2010,0.870011214,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2011,0.886776877,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2012,0.912406183,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2013,0.938188192,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2014,0.972963835,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2016,1.013520622,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2017,1.05394213,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2018,1.104876439,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2019,1.157525806,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HUN,GDP,2020,1.223518695,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1985,0.124731451,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1986,0.133199969,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1987,0.14562472,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1988,0.157613297,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1989,0.17091083,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1990,0.189144117,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1991,0.215154873,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1992,0.234443835,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1993,0.257564177,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1994,0.283269198,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1995,0.308941041,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1996,0.332343382,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1997,0.353866841,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1998,0.382212168,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,1999,0.393939949,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2000,0.408298942,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2001,0.421428268,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2002,0.43708721,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2003,0.453992861,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2004,0.479985828,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2005,0.506970167,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2006,0.549560418,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2007,0.587724192,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2008,0.641759375,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2009,0.686941581,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2010,0.759249263,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2011,0.825558906,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2012,0.891061938,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2013,0.946187521,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2014,0.977712189,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2016,1.032379749,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2017,1.073357564,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2018,1.113471638,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2019,1.153178052,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IND,GDP,2020,1.205881946,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1985,0.441273595,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1986,0.470175676,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1987,0.480507366,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1988,0.49610614,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1989,0.523499944,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1990,0.519682669,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1991,0.529044223,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1992,0.543922092,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1993,0.57207416,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1994,0.58176814,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1995,0.599418963,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1996,0.613078203,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1997,0.636972532,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1998,0.678660601,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,1999,0.708191326,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2000,0.757138374,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2001,0.809225872,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2002,0.85148733,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2003,0.884920514,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2004,0.889385692,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2005,0.916751612,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2006,0.948479755,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2007,0.960072857,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2008,0.956196595,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2009,0.911566806,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2010,0.884542434,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2011,0.896442173,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2012,0.917048118,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2013,0.929279322,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2014,0.929337365,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2016,1.010128839,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2017,1.02671978,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2018,1.029923306,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2019,1.062349139,,World Bank indicator NY.GDP.DEFL.ZS.AD,
IRL,GDP,2020,1.057403334,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1985,0.370027017,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1986,0.397736186,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1987,0.421637278,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1988,0.449677855,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1989,0.477546136,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1990,0.520114902,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1991,0.559546522,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1992,0.58398816,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1993,0.606681659,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1994,0.628173196,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1995,0.659112262,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1996,0.68882256,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1997,0.706507216,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1998,0.723481911,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,1999,0.734595523,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2000,0.747762398,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2001,0.770446458,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2002,0.795673509,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2003,0.820719783,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2004,0.842634509,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2005,0.859576164,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2006,0.877840901,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2007,0.899602531,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2008,0.92119932,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2009,0.936664773,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2010,0.940752009,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2011,0.955871558,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2012,0.970661773,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2013,0.981801186,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2014,0.9907674,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2016,1.0113435,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2017,1.018689325,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2018,1.029509353,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2019,1.037785973,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ITA,GDP,2020,1.050204856,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1985,1.016306114,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1986,1.032691023,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1987,1.031060467,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1988,1.037507621,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1989,1.059387515,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1990,1.086987793,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1991,1.118813144,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1992,1.137459717,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1993,1.143924735,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1994,1.146962027,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1995,1.140843447,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1996,1.135179307,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1997,1.140898682,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1998,1.140383913,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,1999,1.125450672,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2000,1.109877974,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2001,1.097619184,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2002,1.081612757,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2003,1.064123283,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2004,1.052410096,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2005,1.041492029,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2006,1.03229172,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2007,1.02476136,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2008,1.014709523,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2009,1.008506882,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2010,0.989394028,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2011,0.972828349,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2012,0.965419726,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2013,0.962203169,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2014,0.978996638,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2016,1.002704034,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2017,1.000409983,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2018,0.999430363,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2019,1.005835106,,World Bank indicator NY.GDP.DEFL.ZS.AD,
JPN,GDP,2020,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1985,0.320850357,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1986,0.336787572,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1987,0.353058142,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1988,0.378207563,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1989,0.401146327,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1990,0.441611826,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1991,0.48197971,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1992,0.519467918,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1993,0.551958158,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1994,0.596992196,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1995,0.638928281,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1996,0.665192544,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1997,0.691822103,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1998,0.722787529,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,1999,0.713898432,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2000,0.721192796,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2001,0.746279481,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2002,0.76891518,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2003,0.795442704,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2004,0.820323199,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2005,0.828866057,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2006,0.827016065,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2007,0.847023204,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2008,0.87096264,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2009,0.902392582,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2010,0.927095551,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2011,0.938979653,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2012,0.950733877,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2013,0.960417518,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2014,0.969127513,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2016,1.019860385,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2017,1.042529652,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2018,1.047564538,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2019,1.037903176,,World Bank indicator NY.GDP.DEFL.ZS.AD,
KOR,GDP,2020,1.050895896,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1985,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1986,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1987,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1988,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1989,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1990,0.480695701,,Assumption,
LTU,GDP,1991,0.480695701,,Assumption,
LTU,GDP,1992,0.480695701,,Assumption,
LTU,GDP,1993,0.480695701,,Assumption,
LTU,GDP,1994,0.480695701,,Assumption,
LTU,GDP,1995,0.480695701,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1996,0.571982354,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1997,0.637466835,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1998,0.658831135,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,1999,0.650550337,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2000,0.658997983,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2001,0.656877258,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2002,0.65897044,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2003,0.653609752,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2004,0.67113824,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2005,0.717346837,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2006,0.765664344,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2007,0.831163756,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2008,0.911862347,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2009,0.881807011,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2010,0.904147447,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2011,0.952518904,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2012,0.978563186,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2013,0.991101831,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2014,0.999363577,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2016,1.015762528,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2017,1.058865718,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2018,1.096227156,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2019,1.127260572,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LTU,GDP,2020,1.139997235,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1985,0.46788033,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1986,0.467488407,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1987,0.467782996,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1988,0.480770733,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1989,0.500102455,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1990,0.512671956,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1991,0.522017134,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1992,0.541483531,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1993,0.573825131,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1994,0.594152136,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1995,0.608008197,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1996,0.635294808,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1997,0.629196959,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1998,0.616589906,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,1999,0.652356698,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2000,0.666480088,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2001,0.669525914,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2002,0.680779358,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2003,0.699043428,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2004,0.719699755,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2005,0.749896222,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2006,0.802655304,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2007,0.814615956,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2008,0.84625333,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2009,0.858084097,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2010,0.889118614,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2011,0.931561491,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2012,0.955376838,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2013,0.971579282,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2014,0.998163021,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2016,1.007706895,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2017,1.025003468,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2018,1.050749874,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2019,1.086392292,,World Bank indicator NY.GDP.DEFL.ZS.AD,
LUX,GDP,2020,1.111711338,,World Bank indicator NY.GDP.DEFL.ZS.AD,
