Name:,GDP deflator data (linked series),,,,,
Date:,13.04.21,,,,,
Author:,Marc Jaxa-Rozen,,,,,
,,,,,,
Country,Parameter,Year,Value,Unit,Reference,Note
CZE,GDP,2004,0.872461701,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2005,0.873290053,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2006,0.87900229,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2007,0.910122327,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2008,0.928411975,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2009,0.952437612,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2010,0.938862385,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2011,0.938669243,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2012,0.952288593,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2013,0.96528452,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2014,0.990174732,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2016,1.011414506,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2017,1.02463313,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2018,1.050946678,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2019,1.09157731,,World Bank indicator NY.GDP.DEFL.ZS.AD,
CZE,GDP,2020,1.136968653,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1985,0.614418334,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1986,0.632848076,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1987,0.640946403,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1988,0.651781353,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1989,0.670546574,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1990,0.69332265,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1991,0.714712207,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1992,0.752636242,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1993,0.781866104,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1994,0.797906932,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1995,0.813716059,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1996,0.818616904,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1997,0.820850224,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1998,0.826501494,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,1999,0.829337511,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2000,0.825278825,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2001,0.836048671,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2002,0.847570474,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2003,0.858769029,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2004,0.868349421,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2005,0.871868036,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2006,0.875331803,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2007,0.890827568,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2008,0.898928134,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2009,0.915485416,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2010,0.921392822,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2011,0.931246968,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2012,0.945182975,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2013,0.963702812,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2014,0.981800571,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2016,1.013277522,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2017,1.026999204,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2018,1.044176589,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2019,1.067069774,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DEU,GDP,2020,1.084006797,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1985,0.524645682,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1986,0.536794304,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1987,0.562317202,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1988,0.584498249,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1989,0.613520253,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1990,0.629486794,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1991,0.646227698,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1992,0.656928654,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1993,0.6607383,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1994,0.671082174,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1995,0.679688069,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1996,0.693378235,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1997,0.707342315,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1998,0.716057782,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,1999,0.728121593,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2000,0.750096115,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2001,0.768986642,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2002,0.787039738,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2003,0.798702327,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2004,0.815440996,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2005,0.839141169,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2006,0.856563247,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2007,0.877397268,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2008,0.913674952,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2009,0.918508495,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2010,0.948121879,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2011,0.954176997,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2012,0.976840453,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2013,0.985516465,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2014,0.995688065,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2016,1.002545952,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2017,1.014422729,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2018,1.020257053,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2019,1.027840914,,World Bank indicator NY.GDP.DEFL.ZS.AD,
DNK,GDP,2020,1.051594868,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1985,0.346445412,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1986,0.384134573,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1987,0.406968293,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1988,0.431126445,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1989,0.460857761,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1990,0.494621358,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1991,0.52892404,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1992,0.564418921,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1993,0.59002797,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1994,0.612920122,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1995,0.643156268,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1996,0.665410302,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1997,0.68108671,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1998,0.698567918,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,1999,0.716319723,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2000,0.740171055,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2001,0.770579402,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2002,0.802054487,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2003,0.833603663,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2004,0.865965514,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2005,0.90147914,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2006,0.937354271,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2007,0.969378485,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2008,0.99123068,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2009,0.992657113,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2010,0.994179737,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2011,0.993983379,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2012,0.992844694,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2013,0.99680058,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2014,0.994574042,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2016,1.003228988,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2017,1.016266499,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2018,1.028341184,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2019,1.04261954,,World Bank indicator NY.GDP.DEFL.ZS.AD,
ESP,GDP,2020,1.053748107,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1985,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1986,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1987,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1988,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1989,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1990,0.167761803,,Assumption,
EST,GDP,1991,0.167761803,,Assumption,
EST,GDP,1992,0.167761803,,Assumption,
EST,GDP,1993,0.167761803,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1994,0.234311172,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1995,0.30802195,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1996,0.377443995,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1997,0.414875418,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1998,0.443458699,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,1999,0.473110079,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2000,0.490666904,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2001,0.523849823,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2002,0.549066557,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2003,0.570458102,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2004,0.597126108,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2005,0.632406294,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2006,0.689467959,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2007,0.775073017,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2008,0.828559752,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2009,0.82710904,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2010,0.842215244,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2011,0.88757271,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2012,0.923280186,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2013,0.960610579,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2014,0.988936355,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2016,1.02269902,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2017,1.054533082,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2018,1.09861516,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2019,1.13406696,,World Bank indicator NY.GDP.DEFL.ZS.AD,
EST,GDP,2020,1.12903307,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1985,0.490831409,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1986,0.514146766,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1987,0.536173245,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1988,0.577368231,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1989,0.615071181,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1990,0.647026604,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1991,0.656808133,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1992,0.662638926,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1993,0.674340475,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1994,0.686784828,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1995,0.715637436,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1996,0.715077264,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1997,0.729953887,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1998,0.752567402,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,1999,0.759543972,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2000,0.771984022,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2001,0.797485595,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2002,0.805015966,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2003,0.806544883,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2004,0.811405616,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2005,0.818943097,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2006,0.826483298,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2007,0.849238703,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2008,0.875032093,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2009,0.890554333,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2010,0.893430206,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2011,0.916869646,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2012,0.944137095,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2013,0.968290903,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2014,0.984089763,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2016,1.000874255,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2017,1.009074046,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2018,1.028555333,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2019,1.044159061,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FIN,GDP,2020,1.061456834,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1985,0.597528629,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1986,0.627734726,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1987,0.643151019,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1988,0.663689412,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1989,0.685493252,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1990,0.703707924,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1991,0.721631962,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1992,0.735826865,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1993,0.747773036,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1994,0.754689409,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1995,0.763177574,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1996,0.773542121,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1997,0.780335381,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1998,0.787750617,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,1999,0.78935614,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2000,0.801617132,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2001,0.817716283,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2002,0.83462196,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2003,0.850140656,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2004,0.863935679,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2005,0.880664424,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2006,0.899645625,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2007,0.922646298,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2008,0.944486018,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2009,0.945115305,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2010,0.955225179,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2011,0.964280334,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2012,0.975483584,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2013,0.983073827,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2014,0.988745615,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2016,1.005225593,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2017,1.010468622,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2018,1.020086873,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2019,1.032605559,,World Bank indicator NY.GDP.DEFL.ZS.AD,
FRA,GDP,2020,1.05580838,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1985,0.3949228,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1986,0.41204411,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1987,0.434461572,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1988,0.461107853,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1989,0.497700737,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1990,0.536950502,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1991,0.571417819,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1992,0.590394486,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1993,0.606530229,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1994,0.614982978,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1995,0.68429906,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1996,0.712492647,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1997,0.712003308,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1998,0.719367087,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,1999,0.726101681,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2000,0.739387607,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2001,0.747632001,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2002,0.763375335,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2003,0.781455595,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2004,0.801252498,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2005,0.822895885,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2006,0.845994236,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2007,0.86883708,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2008,0.895595861,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2009,0.910074242,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2010,0.924697021,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2011,0.943813753,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2012,0.959441757,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2013,0.976524847,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2014,0.993431675,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2016,1.021512406,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2017,1.041309598,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2018,1.064735021,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2019,1.08760487,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GBR,GDP,2020,1.148152875,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1985,0.14435294,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1986,0.17160966,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1987,0.197784732,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1988,0.230774968,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1989,0.26423497,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1990,0.318906769,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1991,0.382011216,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1992,0.438544346,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1993,0.501820804,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1994,0.557933845,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1995,0.612565812,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1996,0.659339499,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1997,0.702548525,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1998,0.738403569,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,1999,0.765153966,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2000,0.777340347,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2001,0.804351001,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2002,0.831286872,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2003,0.859995978,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2004,0.886334749,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2005,0.906191477,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2006,0.937863257,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2007,0.969963193,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2008,1.012104049,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2009,1.038112806,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2010,1.036283828,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2011,1.046221973,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2012,1.043339341,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2013,1.022799385,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2014,1.002888549,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2015,1,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2016,0.994233231,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2017,0.998082851,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2018,0.997049111,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2019,0.998951255,,World Bank indicator NY.GDP.DEFL.ZS.AD,
GRC,GDP,2020,0.984370772,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1985,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1986,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1987,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1988,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1989,,,World Bank indicator NY.GDP.DEFL.ZS.AD,
HRV,GDP,1990,0.516946604,,Assumption,
HRV,GDP,1991,0.516946604,,Assumption,
HRV,GDP,1992,0.516946604,,Assumption,
HRV,GDP,1993,0.516946604,,Assumption,
HRV,GDP,1994,0.516946604,,Assumption,
