,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
2009-01-21,6952.0,6868.0,6781.0,6677.0,6595.0,6973.0,7627.0,7553.0,7623.0,7594.0,7621.0,7664.0,7435.0,7500.0,7362.0,7275.0,7168.0,7275.0,7395.0,7170.0,6992.0,7171.0,7319.0,7123.0
