,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2007-01-17,6100.0,6078.0,6037.0,6018.0,5981.0,6057.0,6160.0,6717.0,6987.0,6825.0,6914.0,7134.0,6618.0,6738.0,6574.0,6572.0,6565.0,6860.0,6847.0,6570.0,6370.0,6186.0,6189.0,6039.0
2007-02-21,6510.0,6548.0,6525.0,6152.0,5982.0,6313.0,6428.0,6619.0,6735.0,6738.0,6761.0,6817.0,6373.0,6526.0,6538.0,6454.0,6366.0,6300.0,6578.0,6464.0,6393.0,6168.0,6180.0,6011.0
2007-03-21,5953.0,5964.0,6034.0,6039.0,5921.0,6078.0,6381.0,6663.0,6761.0,6722.0,6766.0,6885.0,6774.0,6563.0,6525.0,6392.0,6372.0,6171.0,6447.0,6447.0,6380.0,6145.0,6202.0,6059.0
2007-04-18,4702.0,4697.0,4647.0,4625.0,4458.0,4860.0,5238.0,5402.0,5637.0,5732.0,6202.0,5962.0,6097.0,5523.0,5538.0,5434.0,5419.0,5249.0,5188.0,4986.0,5241.0,5189.0,5211.0,5073.0
2007-05-16,4645.0,4474.0,4351.0,4318.0,4174.0,4418.0,4866.0,4896.0,5035.0,5056.0,5234.0,5448.0,5346.0,4908.0,4881.0,4737.0,4580.0,4467.0,4468.0,4386.0,4405.0,4501.0,4575.0,4551.0
2007-06-20,4345.0,4098.0,4025.0,4014.0,3740.0,3809.0,4145.0,4737.0,5153.0,5353.0,5620.0,5865.0,5434.0,5433.0,5373.0,5318.0,5150.0,4868.0,4768.0,4468.0,4347.0,4430.0,4557.0,4262.0
2007-07-18,3946.0,3892.0,3840.0,3862.0,3692.0,3753.0,4056.0,4513.0,4786.0,4852.0,5012.0,5190.0,4871.0,4882.0,4880.0,4802.0,4805.0,4654.0,4591.0,4336.0,4212.0,4265.0,4442.0,4307.0
2007-08-15,4280.0,4219.0,4135.0,4071.0,3880.0,4105.0,4657.0,5123.0,5099.0,5149.0,5279.0,5425.0,5183.0,5165.0,5232.0,5129.0,4974.0,4816.0,4701.0,4533.0,4689.0,4604.0,4711.0,4622.0
2007-09-19,4940.0,4777.0,4637.0,4622.0,4517.0,4808.0,5102.0,5466.0,5582.0,5614.0,5736.0,5943.0,5515.0,5556.0,5491.0,5586.0,5632.0,5175.0,5195.0,5032.0,5322.0,5156.0,5124.0,5059.0
2007-10-17,5553.0,5258.0,5227.0,5251.0,5141.0,5476.0,5853.0,6167.0,6275.0,6249.0,6317.0,6383.0,6086.0,6106.0,6072.0,5927.0,5931.0,5868.0,5861.0,5892.0,5770.0,5594.0,5567.0,5489.0
2007-11-21,6883.0,6640.0,6691.0,6625.0,6495.0,6758.0,6928.0,7061.0,7213.0,7075.0,7166.0,7278.0,7078.0,7178.0,7177.0,7074.0,6902.0,6915.0,6879.0,6712.0,7050.0,6991.0,7118.0,6762.0
2007-12-19,6945.0,6798.0,6691.0,6817.0,6683.0,6806.0,7004.0,7124.0,7296.0,7112.0,7149.0,7072.0,6931.0,6958.0,6973.0,6774.0,6777.0,6893.0,6800.0,6739.0,6990.0,6867.0,6983.0,6717.0
