,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2011-01-19,6335.0,6069.0,6345.0,6356.0,6391.0,6333.0,6598.0,7146.0,7413.0,7443.0,7481.0,7488.0,7179.0,7283.0,7307.0,7190.0,7220.0,7360.0,7449.0,7180.0,6910.0,6801.0,6732.0,6466.0
2011-02-16,6302.0,6437.0,6594.0,6595.0,6534.0,6492.0,6736.0,7204.0,7365.0,7423.0,7577.0,7594.0,7349.0,7401.0,7310.0,7194.0,7137.0,7121.0,7463.0,7175.0,6981.0,6913.0,6823.0,6497.0
2011-03-16,6099.0,6381.0,6392.0,6437.0,6380.0,6669.0,6533.0,6848.0,7127.0,7201.0,7286.0,7465.0,7037.0,7118.0,7074.0,7053.0,6915.0,6770.0,6949.0,6875.0,6626.0,6503.0,6463.0,6342.0
2011-04-20,5322.0,5402.0,5312.0,5349.0,5092.0,5467.0,5871.0,6047.0,6230.0,6222.0,6284.0,6428.0,6111.0,6185.0,6087.0,5945.0,5780.0,5574.0,5502.0,5284.0,5374.0,5592.0,5501.0,5067.0
2011-05-18,5183.0,5068.0,4866.0,4750.0,4646.0,4865.0,5121.0,5714.0,5884.0,5954.0,6184.0,6434.0,6000.0,6023.0,5960.0,5947.0,5864.0,5631.0,5508.0,5272.0,5142.0,5492.0,5391.0,4955.0
2011-06-15,4851.0,4670.0,4653.0,4587.0,4397.0,4489.0,4942.0,5257.0,5679.0,5846.0,6019.0,6240.0,5721.0,5840.0,5819.0,5810.0,5741.0,5503.0,5376.0,5133.0,5036.0,5237.0,5343.0,5107.0
2011-07-20,4326.0,4226.0,4133.0,4003.0,4001.0,4234.0,4267.0,4701.0,5140.0,5317.0,5456.0,5609.0,5188.0,5266.0,5192.0,5068.0,4939.0,4723.0,4662.0,4324.0,4183.0,4406.0,4389.0,4159.0
2011-08-17,4467.0,4695.0,4681.0,4548.0,4322.0,4439.0,4618.0,5156.0,5422.0,5577.0,5796.0,5977.0,5709.0,5780.0,5794.0,5770.0,5637.0,5399.0,5210.0,5021.0,4902.0,5157.0,4978.0,4662.0
2011-09-21,4727.0,4643.0,4625.0,4542.0,4389.0,4584.0,5143.0,5608.0,5890.0,5890.0,5993.0,6168.0,5679.0,5775.0,5746.0,5691.0,5632.0,5397.0,5377.0,5476.0,5490.0,5395.0,5251.0,4864.0
2011-10-19,5074.0,4869.0,4755.0,4715.0,4594.0,4907.0,5604.0,6118.0,6365.0,6380.0,6514.0,6711.0,6418.0,6589.0,6584.0,6560.0,6599.0,6345.0,6338.0,6141.0,5841.0,5728.0,5567.0,5223.0
2011-11-16,5898.0,5843.0,5914.0,6030.0,5923.0,6053.0,6583.0,7135.0,7477.0,7480.0,7594.0,7632.0,7141.0,7164.0,7085.0,6984.0,7081.0,7259.0,7338.0,7041.0,6745.0,6583.0,6454.0,6128.0
2011-12-21,6133.0,6101.0,6240.0,6285.0,6415.0,6105.0,6502.0,7061.0,7371.0,7334.0,7369.0,7340.0,7236.0,7422.0,7323.0,7198.0,7275.0,7368.0,7315.0,7043.0,6695.0,6551.0,6451.0,6217.0
