,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2003-01-15,7397,7320.0,7228.0,7106.0,7301.0,7441.0,8518.0,9229.0,9263.0,9369.0,9209.0,8986.0,8814.0,8260.0,8718.0,8722.0,8781.0,9158.0,8766.0,8409.0,7998.0,8236.0,7997.0,7961.0
2003-02-19,8053,7905.0,7786.0,7526.0,7574.0,8263.0,8741.0,9300.0,9110.0,9494.0,9468.0,9177.0,9141.0,9043.0,8881.0,8705.0,8554.0,9166.0,9069.0,8692.0,8441.0,8771.0,8810.0,8538.0
2003-03-19,6589,6417.0,6478.0,6520.0,6769.0,7131.0,7348.0,7986.0,8046.0,8091.0,8290.0,7830.0,7736.0,8002.0,7453.0,7443.0,7224.0,7031.0,7854.0,7652.0,7452.0,7565.0,7279.0,6854.0
2003-04-16,5827,5601.0,5521.0,5486.0,5922.0,6531.0,7125.0,7723.0,7700.0,7924.0,8190.0,7670.0,7602.0,7584.0,7510.0,7205.0,7022.0,6842.0,6616.0,6707.0,6853.0,7051.0,6672.0,6363.0
2003-05-21,5575,5461.0,5277.0,5190.0,5398.0,6063.0,7126.0,7742.0,7866.0,7980.0,8278.0,7945.0,7708.0,7756.0,7676.0,7463.0,7182.0,7015.0,6730.0,6631.0,6723.0,6838.0,6546.0,6066.0
2003-06-18,5532,5362.0,5496.0,5312.0,5225.0,5904.0,6937.0,7699.0,7675.0,7979.0,8195.0,7808.0,7813.0,7725.0,7558.0,7469.0,7028.0,6976.0,6491.0,6388.0,6232.0,6714.0,6499.0,5951.0
2003-07-16,5418,5203.0,5155.0,4869.0,5140.0,5754.0,6333.0,7210.0,7427.0,7727.0,7780.0,7504.0,7488.0,7575.0,7533.0,7368.0,7232.0,7008.0,6563.0,6262.0,6198.0,6554.0,6250.0,5699.0
2003-08-20,5326,5111.0,4974.0,4720.0,4842.0,5695.0,6680.0,7273.0,7602.0,7852.0,7994.0,7857.0,7657.0,7643.0,7510.0,7385.0,7075.0,6944.0,6521.0,6449.0,6659.0,6769.0,6392.0,5722.0
2003-09-17,5529,5308.0,5203.0,4962.0,5269.0,6159.0,7102.0,7509.0,7554.0,7907.0,8105.0,7635.0,7444.0,7507.0,7391.0,7305.0,7026.0,7063.0,6752.0,7014.0,6732.0,6735.0,6446.0,6161.0
2003-10-15,5698,5711.0,5662.0,5616.0,5892.0,6450.0,7346.0,7854.0,8009.0,8150.0,8296.0,7967.0,7647.0,7676.0,7495.0,7475.0,7259.0,7177.0,7598.0,7387.0,6980.0,7103.0,6845.0,6552.0
2003-11-19,6351,6258.0,6174.0,6150.0,6473.0,6978.0,8094.0,8565.0,8593.0,8557.0,8803.0,8434.0,8231.0,8226.0,8178.0,8256.0,8572.0,8664.0,8351.0,7944.0,7515.0,7575.0,7308.0,6933.0
2003-12-17,7393,7273.0,7344.0,7020.0,7161.0,7717.0,8680.0,9084.0,9050.0,9179.0,9025.0,8871.0,8688.0,8726.0,8637.0,8337.0,9085.0,9158.0,8875.0,8502.0,8148.0,8394.0,8050.0,8073.0
