Name:,Nominal OECD exchange rate unless specified,,,,,
Date:,13.04.21,,,,,
Author:,Marc Jaxa-Rozen,,,,,
,,,,,,
Country,Parameter,Year,Value,Unit,Reference,Note
NLD,NLG,1995,0.622790941,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,1996,0.593156135,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,1997,0.512486761,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,1998,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,1999,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2000,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2001,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2002,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2003,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2004,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2005,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2006,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2007,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2008,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2009,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2010,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2011,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2012,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2013,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2014,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2015,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2016,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2017,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2018,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2019,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,NLG,2020,0.504100098,USD,World Bank dataset PA.NUS.FCRF,
NLD,ReferenceCurrency,1990,NLG,,,
NLD,ReferenceCurrency,1991,NLG,,,
NLD,ReferenceCurrency,1992,NLG,,,
NLD,ReferenceCurrency,1993,NLG,,,
NLD,ReferenceCurrency,1994,NLG,,,
NLD,ReferenceCurrency,1995,NLG,,,
NLD,ReferenceCurrency,1996,NLG,,,
NLD,ReferenceCurrency,1997,NLG,,,
NLD,ReferenceCurrency,1998,NLG,,,
NLD,ReferenceCurrency,1999,EUR,,,
NLD,ReferenceCurrency,2000,EUR,,,
NLD,ReferenceCurrency,2001,EUR,,,
NLD,ReferenceCurrency,2002,EUR,,,
NLD,ReferenceCurrency,2003,EUR,,,
NLD,ReferenceCurrency,2004,EUR,,,
NLD,ReferenceCurrency,2005,EUR,,,
NLD,ReferenceCurrency,2006,EUR,,,
NLD,ReferenceCurrency,2007,EUR,,,
NLD,ReferenceCurrency,2008,EUR,,,
NLD,ReferenceCurrency,2009,EUR,,,
NLD,ReferenceCurrency,2010,EUR,,,
NLD,ReferenceCurrency,2011,EUR,,,
NLD,ReferenceCurrency,2012,EUR,,,
NLD,ReferenceCurrency,2013,EUR,,,
NLD,ReferenceCurrency,2014,EUR,,,
NLD,ReferenceCurrency,2015,EUR,,,
NLD,ReferenceCurrency,2016,EUR,,,
NLD,ReferenceCurrency,2017,EUR,,,
NLD,ReferenceCurrency,2018,EUR,,,
NLD,ReferenceCurrency,2019,EUR,,,
NLD,ReferenceCurrency,2020,EUR,,,
NOR,NOK,1990,0.159750993,USD,,
NOR,NOK,1991,0.154250932,USD,,
NOR,NOK,1992,0.160913966,USD,,
NOR,NOK,1993,0.140961632,USD,,
NOR,NOK,1994,0.141691548,USD,,
NOR,NOK,1995,0.157849285,USD,,
NOR,NOK,1996,0.155043375,USD,,
NOR,NOK,1997,0.141374708,USD,,
NOR,NOK,1998,0.132536401,USD,,
NOR,NOK,1999,0.128218739,USD,,
NOR,NOK,2000,0.113612582,USD,,
NOR,NOK,2001,0.111214244,USD,,
NOR,NOK,2002,0.125253968,USD,,
NOR,NOK,2003,0.141238609,USD,,
NOR,NOK,2004,0.148349618,USD,,
NOR,NOK,2005,0.155219247,USD,,
NOR,NOK,2006,0.155925164,USD,,
NOR,NOK,2007,0.170599933,USD,,
NOR,NOK,2008,0.177304965,USD,,
NOR,NOK,2009,0.159024657,USD,,
NOR,NOK,2010,0.165448771,USD,,
NOR,NOK,2011,0.178424642,USD,,
NOR,NOK,2012,0.171895144,USD,,
NOR,NOK,2013,0.170212766,USD,,
NOR,NOK,2014,0.158688169,USD,,
NOR,NOK,2015,0.124005368,USD,,
NOR,NOK,2016,0.119047619,USD,,
NOR,NOK,2017,0.120894615,USD,,
NOR,NOK,2018,0.122963418,USD,,
NOR,NOK,2019,0.113636364,USD,,
NOR,NOK,2020,0.106162826,USD,,
NOR,ReferenceCurrency,1990,NOK,,,
NOR,ReferenceCurrency,1991,NOK,,,
NOR,ReferenceCurrency,1992,NOK,,,
NOR,ReferenceCurrency,1993,NOK,,,
NOR,ReferenceCurrency,1994,NOK,,,
NOR,ReferenceCurrency,1995,NOK,,,
NOR,ReferenceCurrency,1996,NOK,,,
NOR,ReferenceCurrency,1997,NOK,,,
NOR,ReferenceCurrency,1998,NOK,,,
NOR,ReferenceCurrency,1999,NOK,,,
NOR,ReferenceCurrency,2000,NOK,,,
NOR,ReferenceCurrency,2001,NOK,,,
NOR,ReferenceCurrency,2002,NOK,,,
NOR,ReferenceCurrency,2003,NOK,,,
NOR,ReferenceCurrency,2004,NOK,,,
NOR,ReferenceCurrency,2005,NOK,,,
NOR,ReferenceCurrency,2006,NOK,,,
NOR,ReferenceCurrency,2007,NOK,,,
NOR,ReferenceCurrency,2008,NOK,,,
NOR,ReferenceCurrency,2009,NOK,,,
NOR,ReferenceCurrency,2010,NOK,,,
NOR,ReferenceCurrency,2011,NOK,,,
NOR,ReferenceCurrency,2012,NOK,,,
NOR,ReferenceCurrency,2013,NOK,,,
NOR,ReferenceCurrency,2014,NOK,,,
NOR,ReferenceCurrency,2015,NOK,,,
NOR,ReferenceCurrency,2016,NOK,,,
NOR,ReferenceCurrency,2017,NOK,,,
NOR,ReferenceCurrency,2018,NOK,,,
NOR,ReferenceCurrency,2019,NOK,,,
NOR,ReferenceCurrency,2020,NOK,,,
POL,PLN,1990,1.052631579,USD,,
POL,PLN,1991,0.945531701,USD,,
POL,PLN,1992,0.733867932,USD,,
POL,PLN,1993,0.55202962,USD,,
POL,PLN,1994,0.44008719,USD,,
POL,PLN,1995,0.412374025,USD,,
POL,PLN,1996,0.370906124,USD,,
POL,PLN,1997,0.304943872,USD,,
POL,PLN,1998,0.287736663,USD,,
POL,PLN,1999,0.252072795,USD,,
POL,PLN,2000,0.23009267,USD,,
POL,PLN,2001,0.244265859,USD,,
POL,PLN,2002,0.245096057,USD,,
POL,PLN,2003,0.257130552,USD,,
POL,PLN,2004,0.273400185,USD,,
POL,PLN,2005,0.309072865,USD,,
POL,PLN,2006,0.322252364,USD,,
POL,PLN,2007,0.361278202,USD,,
POL,PLN,2008,0.415068308,USD,,
POL,PLN,2009,0.320498234,USD,,
POL,PLN,2010,0.331641959,USD,,
POL,PLN,2011,0.337513096,USD,,
POL,PLN,2012,0.307074191,USD,,
POL,PLN,2013,0.316393919,USD,,
POL,PLN,2014,0.317003229,USD,,
POL,PLN,2015,0.265287173,USD,,
POL,PLN,2016,0.253627958,USD,,
POL,PLN,2017,0.264596954,USD,,
POL,PLN,2018,0.276876621,USD,,
POL,PLN,2019,0.260459059,USD,,
POL,PLN,2020,0.25642722,USD,,
POL,ReferenceCurrency,1990,PLN,,,
POL,ReferenceCurrency,1991,PLN,,,
POL,ReferenceCurrency,1992,PLN,,,
POL,ReferenceCurrency,1993,PLN,,,
POL,ReferenceCurrency,1994,PLN,,,
POL,ReferenceCurrency,1995,PLN,,,
POL,ReferenceCurrency,1996,PLN,,,
POL,ReferenceCurrency,1997,PLN,,,
POL,ReferenceCurrency,1998,PLN,,,
POL,ReferenceCurrency,1999,PLN,,,
POL,ReferenceCurrency,2000,PLN,,,
POL,ReferenceCurrency,2001,PLN,,,
POL,ReferenceCurrency,2002,PLN,,,
POL,ReferenceCurrency,2003,PLN,,,
POL,ReferenceCurrency,2004,PLN,,,
POL,ReferenceCurrency,2005,PLN,,,
POL,ReferenceCurrency,2006,PLN,,,
POL,ReferenceCurrency,2007,PLN,,,
POL,ReferenceCurrency,2008,PLN,,,
POL,ReferenceCurrency,2009,PLN,,,
POL,ReferenceCurrency,2010,PLN,,,
POL,ReferenceCurrency,2011,PLN,,,
POL,ReferenceCurrency,2012,PLN,,,
POL,ReferenceCurrency,2013,PLN,,,
POL,ReferenceCurrency,2014,PLN,,,
POL,ReferenceCurrency,2015,PLN,,,
POL,ReferenceCurrency,2016,PLN,,,
POL,ReferenceCurrency,2017,PLN,,,
POL,ReferenceCurrency,2018,PLN,,,
POL,ReferenceCurrency,2019,PLN,,,
POL,ReferenceCurrency,2020,PLN,,,
PRT,PTE,1990,0.007014849,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1991,0.006921277,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1992,0.007407526,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1993,0.006218898,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1994,0.006024359,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1995,0.006617892,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1996,0.006483249,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1997,0.005704102,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1998,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,1999,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2000,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2001,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2002,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2003,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2004,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2005,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2006,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2007,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2008,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2009,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2010,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2011,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2012,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2013,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2014,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2015,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2016,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2017,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2018,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2019,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,PTE,2020,0.005552333,USD,World Bank dataset PA.NUS.FCRF,
PRT,ReferenceCurrency,1990,PTE,,,
PRT,ReferenceCurrency,1991,PTE,,,
PRT,ReferenceCurrency,1992,PTE,,,
PRT,ReferenceCurrency,1993,PTE,,,
PRT,ReferenceCurrency,1994,PTE,,,
PRT,ReferenceCurrency,1995,PTE,,,
PRT,ReferenceCurrency,1996,PTE,,,
PRT,ReferenceCurrency,1997,PTE,,,
PRT,ReferenceCurrency,1998,PTE,,,
PRT,ReferenceCurrency,1999,EUR,,,
PRT,ReferenceCurrency,2000,EUR,,,
PRT,ReferenceCurrency,2001,EUR,,,
PRT,ReferenceCurrency,2002,EUR,,,
PRT,ReferenceCurrency,2003,EUR,,,
PRT,ReferenceCurrency,2004,EUR,,,
PRT,ReferenceCurrency,2005,EUR,,,
PRT,ReferenceCurrency,2006,EUR,,,
PRT,ReferenceCurrency,2007,EUR,,,
PRT,ReferenceCurrency,2008,EUR,,,
PRT,ReferenceCurrency,2009,EUR,,,
PRT,ReferenceCurrency,2010,EUR,,,
PRT,ReferenceCurrency,2011,EUR,,,
PRT,ReferenceCurrency,2012,EUR,,,
PRT,ReferenceCurrency,2013,EUR,,,
PRT,ReferenceCurrency,2014,EUR,,,
PRT,ReferenceCurrency,2015,EUR,,,
PRT,ReferenceCurrency,2016,EUR,,,
PRT,ReferenceCurrency,2017,EUR,,,
PRT,ReferenceCurrency,2018,EUR,,,
PRT,ReferenceCurrency,2019,EUR,,,
PRT,ReferenceCurrency,2020,EUR,,,
ROU,RON,1990,445.7901363,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1991,130.9118996,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1992,32.47245289,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1993,13.15701477,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1994,6.041982729,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1995,4.918171874,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1996,3.242313488,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1997,1.395100315,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1998,1.126687461,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,1999,0.652195003,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2000,0.460644369,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2001,0.344106248,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2002,0.302522157,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2003,0.301204177,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2004,0.306404763,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2005,0.343211749,USD,World Bank dataset PA.NUS.FCRF,Currency re-valued in 2005 (/10000) - dataset presents new value
ROU,RON,2006,0.356000688,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2007,0.410130216,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2008,0.397005257,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2009,0.32794143,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2010,0.314673212,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2011,0.328018522,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2012,0.288334006,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2013,0.300488293,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2014,0.298580994,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2015,0.249646334,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2016,0.246354973,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2017,0.246761766,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2018,0.253703007,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2019,0.235964535,USD,World Bank dataset PA.NUS.FCRF,
ROU,RON,2020,0.23562723,USD,World Bank dataset PA.NUS.FCRF,
ROU,ReferenceCurrency,1990,RON,,,
ROU,ReferenceCurrency,1991,RON,,,
ROU,ReferenceCurrency,1992,RON,,,
ROU,ReferenceCurrency,1993,RON,,,
ROU,ReferenceCurrency,1994,RON,,,
ROU,ReferenceCurrency,1995,RON,,,
ROU,ReferenceCurrency,1996,RON,,,
ROU,ReferenceCurrency,1997,RON,,,
ROU,ReferenceCurrency,1998,RON,,,
ROU,ReferenceCurrency,1999,RON,,,
ROU,ReferenceCurrency,2000,RON,,,
ROU,ReferenceCurrency,2001,RON,,,
ROU,ReferenceCurrency,2002,RON,,,
ROU,ReferenceCurrency,2003,RON,,,
ROU,ReferenceCurrency,2004,RON,,,
ROU,ReferenceCurrency,2005,RON,,,
ROU,ReferenceCurrency,2006,RON,,,
ROU,ReferenceCurrency,2007,RON,,,
ROU,ReferenceCurrency,2008,RON,,,
ROU,ReferenceCurrency,2009,RON,,,
ROU,ReferenceCurrency,2010,RON,,,
ROU,ReferenceCurrency,2011,RON,,,
ROU,ReferenceCurrency,2012,RON,,,
ROU,ReferenceCurrency,2013,RON,,,
ROU,ReferenceCurrency,2014,RON,,,
ROU,ReferenceCurrency,2015,RON,,,
ROU,ReferenceCurrency,2016,RON,,,
ROU,ReferenceCurrency,2017,RON,,,
ROU,ReferenceCurrency,2018,RON,,,
ROU,ReferenceCurrency,2019,RON,,,
ROU,ReferenceCurrency,2020,RON,,,
RUS,RUB,1990,1000,USD, https://doi.org/10.1787/20798393,
RUS,RUB,1991,24.3902439,USD,,
RUS,RUB,1992,4.504504505,USD,,
RUS,RUB,1993,1.008403022,USD,,
RUS,RUB,1994,0.456464681,USD,,
RUS,RUB,1995,0.219339131,USD,,
RUS,RUB,1996,0.195280729,USD,,
RUS,RUB,1997,0.172865837,USD,,
RUS,RUB,1998,0.103038789,USD,,
RUS,RUB,1999,0.040617549,USD,,
RUS,RUB,2000,0.035550288,USD,,
RUS,RUB,2001,0.03428353,USD,,
RUS,RUB,2002,0.03189947,USD,,
RUS,RUB,2003,0.032581754,USD,,
RUS,RUB,2004,0.034705662,USD,,
RUS,RUB,2005,0.035355126,USD,,
RUS,RUB,2006,0.036776932,USD,,
RUS,RUB,2007,0.03909175,USD,,
RUS,RUB,2008,0.040236794,USD,,
RUS,RUB,2009,0.031505631,USD,,
RUS,RUB,2010,0.032929492,USD,,
RUS,RUB,2011,0.034034048,USD,,
RUS,RUB,2012,0.032425599,USD,,
RUS,RUB,2013,0.031409853,USD,,
RUS,RUB,2014,0.026056454,USD,,
RUS,RUB,2015,0.016410216,USD,,
RUS,RUB,2016,0.014912924,USD,,
RUS,RUB,2017,0.017140075,USD,,
RUS,RUB,2018,0.015957073,USD,,
RUS,RUB,2019,0.01544696,USD,,
RUS,RUB,2020,0.013868681,USD,,
RUS,ReferenceCurrency,1990,RUB,,,
RUS,ReferenceCurrency,1991,RUB,,,
RUS,ReferenceCurrency,1992,RUB,,,
RUS,ReferenceCurrency,1993,RUB,,,
RUS,ReferenceCurrency,1994,RUB,,,
RUS,ReferenceCurrency,1995,RUB,,,
RUS,ReferenceCurrency,1996,RUB,,,
RUS,ReferenceCurrency,1997,RUB,,,
RUS,ReferenceCurrency,1998,RUB,,,
RUS,ReferenceCurrency,1999,RUB,,,
RUS,ReferenceCurrency,2000,RUB,,,
RUS,ReferenceCurrency,2001,RUB,,,
RUS,ReferenceCurrency,2002,RUB,,,
RUS,ReferenceCurrency,2003,RUB,,,
RUS,ReferenceCurrency,2004,RUB,,,
RUS,ReferenceCurrency,2005,RUB,,,
RUS,ReferenceCurrency,2006,RUB,,,
RUS,ReferenceCurrency,2007,RUB,,,
RUS,ReferenceCurrency,2008,RUB,,,
RUS,ReferenceCurrency,2009,RUB,,,
RUS,ReferenceCurrency,2010,RUB,,,
RUS,ReferenceCurrency,2011,RUB,,,
RUS,ReferenceCurrency,2012,RUB,,,
RUS,ReferenceCurrency,2013,RUB,,,
RUS,ReferenceCurrency,2014,RUB,,,
RUS,ReferenceCurrency,2015,RUB,,,
RUS,ReferenceCurrency,2016,RUB,,,
RUS,ReferenceCurrency,2017,RUB,,,
RUS,ReferenceCurrency,2018,RUB,,,
RUS,ReferenceCurrency,2019,RUB,,,
RUS,ReferenceCurrency,2020,RUB,,,
SVK,SKK,1990,0.032499628,USD,Assumption,
SVK,SKK,1991,0.032499628,USD,Assumption,
SVK,SKK,1992,0.032499628,USD,Assumption,
SVK,SKK,1993,0.032499628,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,1994,0.031206279,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,1995,0.03365483,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,1996,0.032622436,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,1997,0.029747592,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,1998,0.028382147,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,1999,0.024176294,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2000,0.021722524,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2001,0.020680456,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2002,0.022062027,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2003,0.027193927,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2004,0.031001103,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2005,0.032239085,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2006,0.033673152,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2007,0.04049512,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2008,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2009,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2010,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2011,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2012,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2013,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2014,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2015,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2016,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2017,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2018,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2019,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,SKK,2020,0.046813375,USD,World Bank dataset PA.NUS.FCRF,
SVK,ReferenceCurrency,1990,SKK,,,
SVK,ReferenceCurrency,1991,SKK,,,
SVK,ReferenceCurrency,1992,SKK,,,
SVK,ReferenceCurrency,1993,SKK,,,
SVK,ReferenceCurrency,1994,SKK,,,
SVK,ReferenceCurrency,1995,SKK,,,
SVK,ReferenceCurrency,1996,SKK,,,
SVK,ReferenceCurrency,1997,SKK,,,
SVK,ReferenceCurrency,1998,SKK,,,
SVK,ReferenceCurrency,1999,SKK,,,
SVK,ReferenceCurrency,2000,SKK,,,
SVK,ReferenceCurrency,2001,SKK,,,
SVK,ReferenceCurrency,2002,SKK,,,
SVK,ReferenceCurrency,2003,SKK,,,
SVK,ReferenceCurrency,2004,SKK,,,
SVK,ReferenceCurrency,2005,SKK,,,
SVK,ReferenceCurrency,2006,SKK,,,
SVK,ReferenceCurrency,2007,SKK,,,
SVK,ReferenceCurrency,2008,SKK,,,
SVK,ReferenceCurrency,2009,EUR,,,
SVK,ReferenceCurrency,2010,EUR,,,
SVK,ReferenceCurrency,2011,EUR,,,
SVK,ReferenceCurrency,2012,EUR,,,
SVK,ReferenceCurrency,2013,EUR,,,
SVK,ReferenceCurrency,2014,EUR,,,
SVK,ReferenceCurrency,2015,EUR,,,
SVK,ReferenceCurrency,2016,EUR,,,
SVK,ReferenceCurrency,2017,EUR,,,
SVK,ReferenceCurrency,2018,EUR,,,
SVK,ReferenceCurrency,2019,EUR,,,
SVK,ReferenceCurrency,2020,EUR,,,
SVN,SIT,1990,0.036269731,USD,Assumption,
SVN,SIT,1991,0.036269731,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1992,0.012302091,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1993,0.008830655,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1994,0.007763459,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1995,0.008437504,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1996,0.007387472,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1997,0.006262198,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1998,0.006019231,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,1999,0.005501482,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2000,0.004491231,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2001,0.004119484,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2002,0.004162362,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2003,0.004828265,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2004,0.005198015,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2005,0.005189266,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2006,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2007,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2008,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2009,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2010,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2011,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2012,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2013,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2014,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2015,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2016,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2017,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2018,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2019,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,SIT,2020,0.005234828,USD,World Bank dataset PA.NUS.FCRF,
SVN,ReferenceCurrency,1990,SIT,,,
SVN,ReferenceCurrency,1991,SIT,,,
SVN,ReferenceCurrency,1992,SIT,,,
SVN,ReferenceCurrency,1993,SIT,,,
SVN,ReferenceCurrency,1994,SIT,,,
SVN,ReferenceCurrency,1995,SIT,,,
SVN,ReferenceCurrency,1996,SIT,,,
SVN,ReferenceCurrency,1997,SIT,,,
SVN,ReferenceCurrency,1998,SIT,,,
SVN,ReferenceCurrency,1999,SIT,,,
SVN,ReferenceCurrency,2000,SIT,,,
SVN,ReferenceCurrency,2001,SIT,,,
SVN,ReferenceCurrency,2002,SIT,,,
SVN,ReferenceCurrency,2003,SIT,,,
SVN,ReferenceCurrency,2004,SIT,,,
SVN,ReferenceCurrency,2005,SIT,,,
SVN,ReferenceCurrency,2006,SIT,,,
SVN,ReferenceCurrency,2007,EUR,,,
SVN,ReferenceCurrency,2008,EUR,,,
SVN,ReferenceCurrency,2009,EUR,,,
SVN,ReferenceCurrency,2010,EUR,,,
SVN,ReferenceCurrency,2011,EUR,,,
SVN,ReferenceCurrency,2012,EUR,,,
SVN,ReferenceCurrency,2013,EUR,,,
SVN,ReferenceCurrency,2014,EUR,,,
SVN,ReferenceCurrency,2015,EUR,,,
SVN,ReferenceCurrency,2016,EUR,,,
SVN,ReferenceCurrency,2017,EUR,,,
SVN,ReferenceCurrency,2018,EUR,,,
SVN,ReferenceCurrency,2019,EUR,,,
SVN,ReferenceCurrency,2020,EUR,,,
ZAF,ZAR,1990,0.386500168,USD,,
ZAF,ZAR,1991,0.362146296,USD,,
