,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
2013-01-16,6276.0,6227.0,6218.0,6235.0,6206.0,6288.0,6678.0,7176.0,7390.0,7335.0,7355.0,7292.0,7208.0,7263.0,7054.0,7064.0,7111.0,7238.0,7280.0,6936.0,6634.0,6497.0,6498.0,6320.0
