,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
2012-01-18,6702.0,6618.0,6476.0,6413.0,6329.0,6532.0,6966.0,7538.0,7773.0,7758.0,7680.0,7624.0,7384.0,7373.0,7222.0,7132.0,7203.0,7497.0,7567.0,7319.0,6979.0,6781.0,6734.0,6423.0
