Name: CHE_CountryTransportData.csv
Date: 2022-11-17 09:30:48.064650
Author: Ivan Ruiz Manuel

43,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2003,,90.0,TJ,Swiss overall energy statistics 2021,,Table T17e
44,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2004,,130.0,TJ,Swiss overall energy statistics 2021,,Table T17e
45,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2005,,260.0,TJ,Swiss overall energy statistics 2021,,Table T17e
46,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2006,,350.0,TJ,Swiss overall energy statistics 2021,,Table T17e
47,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2007,,470.0,TJ,Swiss overall energy statistics 2021,,Table T17e
48,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2008,,510.0,TJ,Swiss overall energy statistics 2021,,Table T17e
49,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2009,,360.0,TJ,Swiss overall energy statistics 2021,,Table T17e
50,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2010,,430.0,TJ,Swiss overall energy statistics 2021,,Table T17e
51,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2011,,450.0,TJ,Swiss overall energy statistics 2021,,Table T17e
52,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2012,,520.0,TJ,Swiss overall energy statistics 2021,,Table T17e
53,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2013,,480.0,TJ,Swiss overall energy statistics 2021,,Table T17e
54,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2014,,870.0,TJ,Swiss overall energy statistics 2021,,Table T17e
55,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2015,,2070.0,TJ,Swiss overall energy statistics 2021,,Table T17e
56,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2016,,3560.0,TJ,Swiss overall energy statistics 2021,,Table T17e
57,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2017,,5520.0,TJ,Swiss overall energy statistics 2021,,Table T17e
58,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2018,,7520.0,TJ,Swiss overall energy statistics 2021,,Table T17e
59,CHE,CountryTransport,FinalConsumptionBioFuel_transport,2019,,7800.0,TJ,Swiss overall energy statistics 2021,,Table T17e
60,CHE,CountryTransport,FinalConsumptionElec_transport,1990,,9270.0,TJ,Swiss overall energy statistics 2021,,Table T17e
61,CHE,CountryTransport,FinalConsumptionElec_transport,1991,,9090.0,TJ,Swiss overall energy statistics 2021,,Table T17e
62,CHE,CountryTransport,FinalConsumptionElec_transport,1992,,9120.0,TJ,Swiss overall energy statistics 2021,,Table T17e
63,CHE,CountryTransport,FinalConsumptionElec_transport,1993,,8850.0,TJ,Swiss overall energy statistics 2021,,Table T17e
64,CHE,CountryTransport,FinalConsumptionElec_transport,1994,,8780.0,TJ,Swiss overall energy statistics 2021,,Table T17e
65,CHE,CountryTransport,FinalConsumptionElec_transport,1995,,8760.0,TJ,Swiss overall energy statistics 2021,,Table T17e
66,CHE,CountryTransport,FinalConsumptionElec_transport,1996,,8630.0,TJ,Swiss overall energy statistics 2021,,Table T17e
67,CHE,CountryTransport,FinalConsumptionElec_transport,1997,,8680.0,TJ,Swiss overall energy statistics 2021,,Table T17e
68,CHE,CountryTransport,FinalConsumptionElec_transport,1998,,8920.0,TJ,Swiss overall energy statistics 2021,,Table T17e
69,CHE,CountryTransport,FinalConsumptionElec_transport,1999,,9170.0,TJ,Swiss overall energy statistics 2021,,Table T17e
70,CHE,CountryTransport,FinalConsumptionElec_transport,2000,,10340.0,TJ,Swiss overall energy statistics 2021,,Table T17e
71,CHE,CountryTransport,FinalConsumptionElec_transport,2001,,10540.0,TJ,Swiss overall energy statistics 2021,,Table T17e
72,CHE,CountryTransport,FinalConsumptionElec_transport,2002,,10900.0,TJ,Swiss overall energy statistics 2021,,Table T17e
73,CHE,CountryTransport,FinalConsumptionElec_transport,2003,,11560.0,TJ,Swiss overall energy statistics 2021,,Table T17e
74,CHE,CountryTransport,FinalConsumptionElec_transport,2004,,11400.0,TJ,Swiss overall energy statistics 2021,,Table T17e
75,CHE,CountryTransport,FinalConsumptionElec_transport,2005,,11550.0,TJ,Swiss overall energy statistics 2021,,Table T17e
76,CHE,CountryTransport,FinalConsumptionElec_transport,2006,,11940.0,TJ,Swiss overall energy statistics 2021,,Table T17e
77,CHE,CountryTransport,FinalConsumptionElec_transport,2007,,11880.0,TJ,Swiss overall energy statistics 2021,,Table T17e
78,CHE,CountryTransport,FinalConsumptionElec_transport,2008,,12110.0,TJ,Swiss overall energy statistics 2021,,Table T17e
79,CHE,CountryTransport,FinalConsumptionElec_transport,2009,,11830.0,TJ,Swiss overall energy statistics 2021,,Table T17e
80,CHE,CountryTransport,FinalConsumptionElec_transport,2010,,12190.0,TJ,Swiss overall energy statistics 2021,,Table T17e
81,CHE,CountryTransport,FinalConsumptionElec_transport,2011,,11880.0,TJ,Swiss overall energy statistics 2021,,Table T17e
82,CHE,CountryTransport,FinalConsumptionElec_transport,2012,,12030.0,TJ,Swiss overall energy statistics 2021,,Table T17e
83,CHE,CountryTransport,FinalConsumptionElec_transport,2013,,12180.0,TJ,Swiss overall energy statistics 2021,,Table T17e
84,CHE,CountryTransport,FinalConsumptionElec_transport,2014,,11930.0,TJ,Swiss overall energy statistics 2021,,Table T17e
85,CHE,CountryTransport,FinalConsumptionElec_transport,2015,,12210.0,TJ,Swiss overall energy statistics 2021,,Table T17e
86,CHE,CountryTransport,FinalConsumptionElec_transport,2016,,12480.0,TJ,Swiss overall energy statistics 2021,,Table T17e
87,CHE,CountryTransport,FinalConsumptionElec_transport,2017,,12340.0,TJ,Swiss overall energy statistics 2021,,Table T17e
88,CHE,CountryTransport,FinalConsumptionElec_transport,2018,,12250.0,TJ,Swiss overall energy statistics 2021,,Table T17e
89,CHE,CountryTransport,FinalConsumptionElec_transport,2019,,12180.0,TJ,Swiss overall energy statistics 2021,,Table T17e
